customer_id,first_name,last_name,email,city,signup_date
398,Customer_398,Lastname_398,customer398@example.com,Chicago,2022-10-28
399,Customer_399,Lastname_399,customer399@example.com,Los Angeles,2022-02-14
400,Customer_400,Lastname_400,customer400@example.com,Chicago,2022-03-07
401,Customer_401,Lastname_401,customer401@example.com,Phoenix,2022-08-25
402,Customer_402,Lastname_402,customer402@example.com,Los Angeles,2022-12-07
403,Customer_403,Lastname_403,customer403@example.com,Chicago,2022-09-12
404,Customer_404,Lastname_404,customer404@example.com,Phoenix,2022-12-10
405,Customer_405,Lastname_405,customer405@example.com,Chicago,2022-07-19
406,Customer_406,Lastname_406,customer406@example.com,Los Angeles,2022-07-16
407,Customer_407,Lastname_407,customer407@example.com,Los Angeles,2022-01-17
408,Customer_408,Lastname_408,customer408@example.com,Chicago,2022-12-05
409,Customer_409,Lastname_409,customer409@example.com,New York,2022-03-18
410,Customer_410,Lastname_410,customer410@example.com,Los Angeles,2022-08-03
411,Customer_411,Lastname_411,customer411@example.com,Los Angeles,2022-08-27
412,Customer_412,Lastname_412,customer412@example.com,Chicago,2022-11-17
413,Customer_413,Lastname_413,customer413@example.com,New York,2022-03-14
414,Customer_414,Lastname_414,customer414@example.com,Houston,2022-06-12
415,Customer_415,Lastname_415,customer415@example.com,Houston,2022-12-17
416,Customer_416,Lastname_416,customer416@example.com,New York,2022-04-02
417,Customer_417,Lastname_417,customer417@example.com,Houston,2022-03-15
418,Customer_418,Lastname_418,customer418@example.com,Houston,2022-02-18
419,Customer_419,Lastname_419,customer419@example.com,Phoenix,2022-06-12
420,Customer_420,Lastname_420,customer420@example.com,Chicago,2022-09-17
421,Customer_421,Lastname_421,customer421@example.com,Houston,2022-11-09
422,Customer_422,Lastname_422,customer422@example.com,New York,2022-08-16
423,Customer_423,Lastname_423,customer423@example.com,New York,2022-08-19
424,Customer_424,Lastname_424,customer424@example.com,Phoenix,2022-02-02
425,Customer_425,Lastname_425,customer425@example.com,Chicago,2022-09-25
426,Customer_426,Lastname_426,customer426@example.com,Los Angeles,2022-08-26
427,Customer_427,Lastname_427,customer427@example.com,Los Angeles,2022-02-04
428,Customer_428,Lastname_428,customer428@example.com,Chicago,2022-12-10
429,Customer_429,Lastname_429,customer429@example.com,New York,2022-07-15
430,Customer_430,Lastname_430,customer430@example.com,New York,2022-05-08
431,Customer_431,Lastname_431,customer431@example.com,Chicago,2022-07-30
432,Customer_432,Lastname_432,customer432@example.com,Los Angeles,2022-08-13
433,Customer_433,Lastname_433,customer433@example.com,Chicago,2022-12-28
434,Customer_434,Lastname_434,customer434@example.com,Phoenix,2022-12-13
435,Customer_435,Lastname_435,customer435@example.com,Los Angeles,2022-01-31
436,Customer_436,Lastname_436,customer436@example.com,Los Angeles,2022-04-19
437,Customer_437,Lastname_437,customer437@example.com,Phoenix,2023-01-01
438,Customer_438,Lastname_438,customer438@example.com,Los Angeles,2022-02-17
439,Customer_439,Lastname_439,customer439@example.com,Los Angeles,2022-01-28
440,Customer_440,Lastname_440,customer440@example.com,Phoenix,2022-01-03
441,Customer_441,Lastname_441,customer441@example.com,Phoenix,2022-03-31
442,Customer_442,Lastname_442,customer442@example.com,Chicago,2022-05-10
443,Customer_443,Lastname_443,customer443@example.com,Los Angeles,2022-06-04
444,Customer_444,Lastname_444,customer444@example.com,New York,2022-04-25
445,Customer_445,Lastname_445,customer445@example.com,Los Angeles,2022-10-05
446,Customer_446,Lastname_446,customer446@example.com,Los Angeles,2022-09-17
447,Customer_447,Lastname_447,customer447@example.com,Chicago,2022-03-13
448,Customer_448,Lastname_448,customer448@example.com,Houston,2022-12-25
449,Customer_449,Lastname_449,customer449@example.com,Los Angeles,2022-08-31
450,Customer_450,Lastname_450,customer450@example.com,Phoenix,2022-01-25
451,Customer_451,Lastname_451,customer451@example.com,Houston,2022-12-08
452,Customer_452,Lastname_452,customer452@example.com,New York,2022-07-12
453,Customer_453,Lastname_453,customer453@example.com,New York,2022-09-22
454,Customer_454,Lastname_454,customer454@example.com,Los Angeles,2022-11-15
455,Customer_455,Lastname_455,customer455@example.com,Los Angeles,2022-08-25
456,Customer_456,Lastname_456,customer456@example.com,Houston,2022-01-21
457,Customer_457,Lastname_457,customer457@example.com,Houston,2022-04-17
458,Customer_458,Lastname_458,customer458@example.com,Houston,2022-07-19
459,Customer_459,Lastname_459,customer459@example.com,Los Angeles,2022-01-14
460,Customer_460,Lastname_460,customer460@example.com,Phoenix,2022-10-29
461,Customer_461,Lastname_461,customer461@example.com,Phoenix,2022-11-12
462,Customer_462,Lastname_462,customer462@example.com,Phoenix,2022-11-27
463,Customer_463,Lastname_463,customer463@example.com,Phoenix,2022-03-31
464,Customer_464,Lastname_464,customer464@example.com,Houston,2022-06-30
465,Customer_465,Lastname_465,customer465@example.com,Phoenix,2022-10-23
466,Customer_466,Lastname_466,customer466@example.com,Phoenix,2022-04-23
467,Customer_467,Lastname_467,customer467@example.com,New York,2022-03-11
468,Customer_468,Lastname_468,customer468@example.com,Houston,2022-09-22
469,Customer_469,Lastname_469,customer469@example.com,Phoenix,2022-03-20
470,Customer_470,Lastname_470,customer470@example.com,Los Angeles,2022-09-10
471,Customer_471,Lastname_471,customer471@example.com,Houston,2022-06-01
472,Customer_472,Lastname_472,customer472@example.com,Phoenix,2022-11-01
473,Customer_473,Lastname_473,customer473@example.com,Houston,2022-05-27
474,Customer_474,Lastname_474,customer474@example.com,New York,2022-03-19
475,Customer_475,Lastname_475,customer475@example.com,New York,2022-05-02
476,Customer_476,Lastname_476,customer476@example.com,Phoenix,2022-10-20
477,Customer_477,Lastname_477,customer477@example.com,New York,2022-03-25
478,Customer_478,Lastname_478,customer478@example.com,Los Angeles,2022-08-15
479,Customer_479,Lastname_479,customer479@example.com,New York,2022-07-16
480,Customer_480,Lastname_480,customer480@example.com,New York,2022-07-13
481,Customer_481,Lastname_481,customer481@example.com,Phoenix,2022-11-18
482,Customer_482,Lastname_482,customer482@example.com,Houston,2022-12-23
483,Customer_483,Lastname_483,customer483@example.com,New York,2022-12-16
484,Customer_484,Lastname_484,customer484@example.com,New York,2022-03-15
485,Customer_485,Lastname_485,customer485@example.com,New York,2022-08-04
486,Customer_486,Lastname_486,customer486@example.com,Chicago,2022-02-02
487,Customer_487,Lastname_487,customer487@example.com,Chicago,2022-06-22
488,Customer_488,Lastname_488,customer488@example.com,New York,2022-01-09
489,Customer_489,Lastname_489,customer489@example.com,Phoenix,2022-03-16
490,Customer_490,Lastname_490,customer490@example.com,Houston,2022-10-30
491,Customer_491,Lastname_491,customer491@example.com,Los Angeles,2022-12-08
492,Customer_492,Lastname_492,customer492@example.com,Houston,2022-03-19
493,Customer_493,Lastname_493,customer493@example.com,Houston,2022-10-31
494,Customer_494,Lastname_494,customer494@example.com,Phoenix,2022-11-11
495,Customer_495,Lastname_495,customer495@example.com,Houston,2022-05-17
496,Customer_496,Lastname_496,customer496@example.com,Houston,2022-10-17
497,Customer_497,Lastname_497,customer497@example.com,New York,2022-12-10
498,Customer_498,Lastname_498,customer498@example.com,Houston,2022-08-18
499,Customer_499,Lastname_499,customer499@example.com,Chicago,2022-02-26
500,Customer_500,Lastname_500,customer500@example.com,Houston,2022-02-08
